LithologyCode,LithNumber,OldIDNumber,LAT,NS,LONG,EW,Continent,Country,GeogComments,start,end,LMU,Period,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso,LocalURN
E,114,E4696,9,N,-70.5,W,South America,Venezuela,,145,113,Lower,Cretaceous,,,Evaporites,Rio Negro,,Rodriguez(1989),,942
E,115,CA4697,10,N,15,E,Africa,Cameroon,Koum Basin,145,113,Lower,Cretaceous,probable Aptian,,Calcretes,,,Congleton et al.(1992),,943
CA,116,CA4698,17,N,8,E,Africa,Niger,Agadez region,145,113,Lower,Cretaceous,,,Calcretes,Tiouaren(Irhazer Group),,Moody Sutcliffe(1991),see also Moody(1997),944
CA,117,CA4699,-15,S,32,E,Africa,South Africa,and adjacent areas,145,113,Lower,Cretaceous,,Senonian or even Paleocene,Calcretes,,nonmarine beds with widespread calcretes,Both  DeWit(1996),,945
CA,118,CA4700,-22,S,31,E,Africa,South Africa,and adjacent areas,145,113,Lower,Cretaceous,,Senonian or even Paleocene,Calcretes,,nonmarine beds with widespread calcretes,Both  DeWit(1996),,946
CA,119,CA4701,-24,S,31,E,Africa,South Africa,and adjacent areas,145,113,Lower,Cretaceous,,Senonian or even Paleocene,Calcretes,,nonmarine beds with widespread calcretes,Both  DeWit(1996),,947
CA,120,CA4701.1,36,N,128.3,E,Asia,Korea,southeastern Korea,145,113,Lower,Cretaceous,Hauterivian-Barremian,,Calcretes,Sindong Group,,Rhee et al.(1998),,948
CA,121,CA4701.2,36,N,128.5,E,Asia,Korea,,145,113,Lower,Cretaceous,,,Calcretes,Hasandong,,Lee(1999),see also Paik(2000),949
CA,122,CA4701.3,34,N,131,E,Asia,Japan,northernmost Kyushu  westernmost Honshu,145,113,Lower,Cretaceous,Aptian-Albian,,Calcretes,Shiohama,,Lee Hisada(1999),,950
CA,123,CA4702,17,N,101,E,Asia,Thailand,,145,113,Lower,Cretaceous,,,Calcretes,Phu Kradung,,Bristow et al.(1994; oral comm. Bristow  1994),see also Racey et al. For discussion of age; Racey et al.  1996 indicate Berriasian-Barremian for the Phu Kradung,951
CA,124,CA4703,43,N,-4,W,Europe,Spain,northern Spain,145,113,Lower,Cretaceous,,,Calcretes,Rupelo,,Platt(1989;1994 from the Rupelo formation),,952
CA,125,CA4704,42,N,-3.3,W,Europe,Spain,Cameros Basin,145,113,Lower,Cretaceous,Kimmeridgian-Berriasian,U. Jurassic,Calcretes,,,Wright et al.(1995),,953
CA,126,CA4704.1,51,N,0,,U. K.,England,southeastern England,145,113,Lower,Cretaceous,middle Purbeck,,Calcretes,,,Allen(1998),,954
CA,127,CA4704.2,49.75,N,-114.5,W,North America,Canada,Alberta & British Columbia,145,113,Lower,Cretaceous,Berriasian,,Calcretes,,,Leckie Cheel(1997),,955
CA,128,CA4705,15.5,N,-91.5,W,North America,Guatemala,Huehuetenango region,145,113,Lower,Cretaceous,,,Calcretes,Ixcoy Limestone,,Blount Moore(1969),,956
CA,129,CA4706,16,N,-91.5,W,North America,Mexico,Chiapas  western Chiapas,145,113,Lower,Cretaceous,,U. Jurassic,Calcretes,,,Blair(1988),,957
CA,130,CA4706.1,32,N,-110,W,North America,United States,Arizona  Bisbee region,145,113,Lower,Cretaceous,Aptian,,Calcretes,Glance,,Ekart et al.(1999),,958
CA,131,CA4707,46,N,-112,W,North America,United States,Montana  southwestern Montana,145,113,Lower,Cretaceous,Aptian,,Calcretes,Kootenai,,DeCelles(1986),,959
CA,132,CA4708,32,N,-108,W,North America,United States,New Mexico  southwestern New Mexico,145,113,Lower,Cretaceous,Aptian,,Calcretes,Hell-to-Finish,with kaolinite-rich beds above,Mack(1992),see also Mack et al. 1986  Aptian Hell-to-Finish Formation,960
CA,133,CA4709,30,N,-99,W,North America,United States,Texas  central Texas,145,113,Lower,Cretaceous,,,Calcretes,,,Amsbury(1967),,961
CA,134,CA4710,30.75,N,-98,W,North America,United States,Texas  central Texas,145,113,Lower,Cretaceous,Albian,,Calcretes,Hensel,,Payne Scott(1982),,962
CA,135,CA4710.1,32,N,-98.5,W,North America,United States,Texas  Proctor Lake,145,113,Lower,Cretaceous,Barremian-mid-Albian,,Calcretes,Trinity Group,,Cerling(1991),,963
CA,136,CA4711,33,N,-98,W,North America,United States,Texas  Proctor County,145,113,Lower,Cretaceous,,,Calcretes,Twin Mountians,,Winkler Murry(1989),,964
CA,137,CA4712,33,N,-95,W,North America,United States,Texas  east Texas,145,113,Lower,Cretaceous,Valanginian to Aptian,,Calcretes,Peak,,Davies et al.(1993),,965
CA,138,CA4713,30.5,N,-103.5,W,North America,United States,Texas,145,113,Lower,Cretaceous,,,Calcretes,Bissett,,Wilcox Rohr(1996),,966
CA,139,CA4714,39,N,-109.5,W,North America,United States,Utah,145,113,Lower,Cretaceous,,,Calcretes,Cedar Mountian,,Chure et al.(1994  fig. 20.2),Currie  1998  cite upper part of the Cedar Mountian Formation of Hauterivian-Aptian age in NE Utah and NW Colorado;Kirkland et al.  1998  cite the Barremian Yellow Cat Member,967
CA,140,CA4715,39.6,N,-112,W,North America,United States,Utah,145,113,Lower,Cretaceous,Aptian,,Calcretes,lower member of the Pigon Creek,,Schwarz(1988),,968
CA,141,CA4716,43,N,-111,W,North America,United States,Wyoming,145,113,Lower,Cretaceous,,,Calcretes,,,Glass Wilkinson(1980),,969
CA,142,CA4716.1,20,N,173,E,North America,United States,Pacific Resolution Guyot  mid-Pacific Mountians,145,113,Lower,Cretaceous,,,Calcretes,,,Glass Wilkinson(1980),,970
CA,143,CA4716.2,-48,S,-63,W,South America,Argentina,offshore San Julian Basin,145,113,Lower,Cretaceous,,,Calcretes,,,Figueiredo et al.(1996),,971
CA,144,CA4717,-22,S,-51,W,South America,Brazil,Sao Paulo ,145,113,Lower,Cretaceous,,,Calcretes,,,Gayet Brito(1989),,972
CA,145,CA4718,-18,S,-38,W,South America,Brazil,Minas Gerais States,145,113,Lower,Cretaceous,,,Calcretes,,,Gayet Brito(1989),,973
CA,146,CA4718.1,-12,S,-38,W,South America,Brazil,northeastern Brazil,145,113,Lower,Cretaceous,Berriasian,,Calcretes,,,Garcia Wilbert(1994),,974
CA,147,CA4718.2,-19,S,-45,W,South America,Brazil,Cruzeiro da Prata region  Minas Gerais,145,113,Lower,Cretaceous,,,Calcretes,,paleosoil and caliche,Mendonca et al.(2002),,975
CA,148,CA4719,-27,S,-70,W,South America,Chile,Atacama region of northern Chile,145,113,Lower,Cretaceous,,,Calcretes,,,Suarez Bell(1987),,976
CA,149,CA4720,-27,S,-69.5,W,South America,Chile,,145,113,Lower,Cretaceous,,,Calcretes,,,Bell Padian(1995),,977
CA,150,CA4721,21.3,N,-174.3,W,Pacific O.Basin,Resolution Guyot,central Pacific,145,113,Lower,Cretaceous,Aptian,,Calcretes,,,Sager et al.(1993),(Albian  according to Jenkyns Strasser 1995);presence of some kaolite(Baudin et al.  1995),978
D,151,D4722,65,N,163,E,Asia,C.I.S(frm USSR),Norh Siberian localities,145,113,Lower,Cretaceous,,,Dropstones,,interpreted as being derived frm melting sea ice,Chumakov(in Hambrey and Harland 1981),,979
D,152,D4723,-30,S,140,E,Australia,Queensland,and western New South Wales,145,113,Lower,Cretaceous,,,Dropstones,,widespread distrib. of dropstones and possibly diamictite,David Woolnough(1926),,980
D,153,D4724,-18,S,138,E,Australia,Northern Territory,and Queensland,145,113,Lower,Cretaceous,Aptian-Albian?,,Dropstones,,,Frakes Krassay(1992),,981
D,154,D4725,77.5,N,18,E,Europe,Svalbard,,145,113,Lower,Cretaceous,Aptian / Albian,,Dropstones,,interpreted as having been derived frm sea ice,Pickton(in Hambrey and Harland 1981),,982
G,155,G4726,64,N,121,E,Asia,C.I.S(frm USSR),Lena River and eastern Taymyr,145,113,Lower,Cretaceous,,,Glendonites,,,Kemper(1987  Fig. 5)summarizes the locations discussed by Kaplan(1978),,983
G,156,G4727,72,N,120,E,Asia,C.I.S(frm USSR),Lena River and eastern Taymyr,145,113,Lower,Cretaceous,,,Glendonites,,,Kemper(1987  Fig. 5)summarizes the locations discussed by Kaplan(1978),,984
G,157,G4728,74,N,115,E,Asia,C.I.S(frm USSR),Lena River and eastern Taymyr,145,113,Lower,Cretaceous,,,Glendonites,,,Kemper(1987  Fig. 5)summarizes the locations discussed by Kaplan(1978),,985
G,158,G4729,-31,S,143,E,Australia,New South Wales,western New South Wales at White Cliffs,145,113,Lower,Cretaceous,,,Glendonites,,,David Woolnough(1926),,986
G,159,G4730,-30,S,140,E,Australia,S. Australia,Eromanga Basin incl the Callabonna sheet area ,145,113,Lower,Cretaceous,Aptian-Albian,,Glendonites,Eromanga Basin Bulldog Shale,,Sheard(1990),see also Drexel and Preiss  eds. (1995),987
G,160,G4731,-30,S,135,E,Australia,S. Australia,Coober Pedy,145,113,Lower,Cretaceous,,,Glendonites,,,Sheard(1990),see also Drexel and Preiss  eds. (1995),988
G,161,G4732,78,N,14,E,Europe,Svalbard,west-central Svalbard,145,113,Lower,Cretaceous,Valanginian,,Glendonites,Rurikfjellet,,Kemper(1975)cites Pchelina's 1965 report,,989
G,162,G4733,80,N,-90,W,North America,Canada,Artic Canada  Sverdrup Basin,145,113,Lower,Cretaceous,Valanginian and Apt/Alb,,Glendonites, Upper Deer Bay Christopher,,Kemper(1975 1987) and Kemper Schmitz(1975 1981),,990
C,163,C4734,33,N,-1,W,Africa,Algeria,Ain Sefra area of the western Saharan Atlas,145,113,Lower,Cretaceous,,,Coals,,,Lefranc Guiraud(1990),,991
C,164,C4734.1,-15,S,12,E,Africa,Angola,,145,113,Lower,Cretaceous,Aptian,,Coals,,,Coward et al.(1999),,992
C,165,C4734.2,-12,S,13,E,Africa,Angola,,145,113,Lower,Cretaceous,Aptian,,Coals,,,Coward et al.(1999),,993
C,166,C4736,29,N,34,E,Africa,Egypt,northern Egypt from Sinai,145,113,Lower,Cretaceous,,,Coals,,broad belt of occurrences,Brownfield Weaver(1992),,994
C,167,C4736.1,30,N,30,E,Africa,Egypt,Gharadig Basin,145,113,Lower,Cretaceous,Neocomian-Aptian,,Coals,Alam El Bueib Member,,Felesteen(1998),,995
C,168,C4737,9,N,39,E,Africa,Ethiopia,,145,113,Lower,Cretaceous,,,Coals,,cite Debre Berhan and Fiche,Brownfield Weaver(1992),,996
C,169,C4739,30,N,13,E,Africa,Libya,Tripolitania in northwestern Libya,145,113,Lower,Cretaceous,,U. Jurassic,Coals,Kiklah,,Lefranc Guiraud(1990),,997
C,170,C4740,26,N,14,E,Africa,Libya,Fezzan,145,113,Lower,Cretaceous,,Jurassic?,Coals,,,Hlustik(1990),,998
C,171,C4741,32,N,20,E,Africa,Libya,north of Benghazi,145,113,Lower,Cretaceous,Valanginian-Barremian,,Coals,Qahash,A1/NC120 well,Duronio et al.(1992),,999
C,172,C4742,27,N,14,E,Africa,Libya,,145,113,Lower,Cretaceous,Berremian,,Coals,Mesah(Jarmah Member),,Tekbali(1994),,1000
C,173,C4743,-20,S,45,E,Africa,Madagascar,,145,113,Lower,Cretaceous,Albian,,Coals,,,Besairie(1972)cites L. Cret. coals(p. 43)  and Albian(p. 152-153) ,,1001
C,174,C4743.1,-16,S,46,E,Africa,Madagascar,Majunga Basin,145,113,Lower,Cretaceous,to Cenomamian,,Coals,,,Razafindrazaka et al.(1999),,1002
C,175,C4746,-34,S,24,E,Africa,S. Africa,southwest of Port Elizabeth,145,113,Lower,Cretaceous,Hauterivian to Aptian,,Coals,,,Dingle et al.(1983  Fig. 91),see also Dingle  1978  p. 419,1003
C,176,C4746.1,-33.75,S,22,E,Africa,S. Africa,Oudtshoorn,145,113,Lower,Cretaceous,,,Coals,Enon,,McLachlan McMillan(1976),,1004
C,177,C4746.2,-34,S,21.5,E,Africa,S. Africa,,145,113,Lower,Cretaceous,Valanginian-Barremian,,Coals,Kirkwood,,McLachlan McMillan(1976),,1005
C,178,C4746.3,-34.5,S,21.5,E,Africa,S. Africa,Bredasdorp Basin offshore,145,113,Lower,Cretaceous,Aptian,,Coals,,,McMillan et al.(1997),,1006
C,179,C4746.4,-34.5,S,23.5,E,Africa,S. Africa,Pletmos Basin offshore,145,113,Lower,Cretaceous,Aptian,,Coals,,,McMillan et al.(1997),,1007
C,180,C4746.5,-72,S,-70,W,Antarctica,,Alexander Island,145,113,Upper,Jurassic,Kimmeridgian-Albian,L. Cretaceous,Coals,Fossil Bluff Group,,Macdonald Francis(1992),,1008
C,181,C4747,-70,S,75,E,Antarctica,,Prydz Bay,145,113,Lower,Cretaceous,,,Coals,,"borehole (DSDP Site 741) ""thin coals""  although the DSDP report cites Coaly fragments",Macdonald Francis(1992),,1009
C,182,C4749,40,N,105,E,Asia,China,N. China: Wujiu Coal Basin in N.eastern Neimongol,145,113,Lower,Cretaceous,,,Coals,,,Ren Shou-qin Chen Fen(1989),,1010
C,183,C4750,41,N,108.5,E,Asia,China,N. China:Wulate Banner-Guyang,145,113,Lower,Cretaceous,,,Coals,Guyang Group,,Compiling Grp of the Regional Stratagraphic Chart of Inner Mongolia(Nei Mongol)(1978),,1011
C,184,C4751,42,N,113,E,Asia,China,N. China:Chahaer Banner,145,113,Lower,Cretaceous,,,Coals,,,Compiling Grp of the Regional Stratagraphic Chart of Inner Mongolia(Nei Mongol)(1978),,1012
C,185,C4752,43,N,112,E,Asia,China,N. China:Sunite Banner,145,113,Lower,Cretaceous,,,Coals,,,Compiling Grp of the Regional Stratagraphic Chart of Inner Mongolia(Nei Mongol)(1978),,1013
C,186,C4753,43,N,115.5,E,Asia,China,N. China:Zhenxiangbai Banner Zhenlan Banner,145,113,Lower,Cretaceous,,,Coals,,,Compiling Grp of the Regional Stratagraphic Chart of Inner Mongolia(Nei Mongol)(1978),,1014
C,187,C4754,45.5,N,117,E,Asia,China,N. China:East Uzhumuxing Banner,145,113,Lower,Cretaceous,,,Coals,,,Compiling Grp of the Regional Stratagraphic Chart of Inner Mongolia(Nei Mongol)(1978),,1015
C,188,C4755,45,N,117.5,E,Asia,China,N. China:West Wuzhumuxing Banner,145,113,Lower,Cretaceous,,,Coals,,,Compiling Grp of the Regional Stratagraphic Chart of Inner Mongolia(Nei Mongol)(1978),,1016
C,189,C4756,43.5,N,126,E,Asia,China,N. China:Shaungyang,145,113,Lower,Cretaceous,,,Coals,Yehe,,Compiling Grp of the Regional Stratagraphic Chart of Jilin(1978),,1017
C,190,C4757,43.5,N,127,E,Asia,China,N. China:Jiaohe,145,113,Lower,Cretaceous,,,Coals,Moshilazi,,Compiling Grp of the Regional Stratagraphic Chart of Jilin(1978),,1018
C,191,C4758,42,N,119,E,Asia,China,N. China:Yuanbaoshan,145,113,Lower,Cretaceous,,,Coals,Sunjiawen,,Compiling Grp of the Regional Stratagraphic Chart of Liaoning(1978),see also Wu Chong-long et al.  1992  and Zhu Guo-xin Zhang Shi-cai  1992,1019
C,192,C4759,42,N,121.5,E,Asia,China,N. China:Fuxin,145,113,Lower,Cretaceous,,,Coals,Sunjiawen,,Compiling Grp of the Regional Stratagraphic Chart of Liaoning(1978),see also Wu Chong-long et al.  1992  and Zhu Guo-xin Zhang Shi-cai  1993,1020
C,193,C4760,44,N,114,E,Asia,China,N. China:Wunite East Banner,145,113,Lower,Cretaceous,,,Coals,Bayenhua,,Liu Yu-qiang(1988),,1021
C,194,C4760.1,33.8,N,109.9,E,Asia,China,N. China:Shangxian  Shaanxi,145,113,Lower,Cretaceous,,,Coals,Fengjiashan,,Chen Pei-ji Yaun Feng-tian(1993),,1022
C,195,C4760.2,41,N,107,E,Asia,China,N. China:northeastern Ordos,145,113,Lower,Cretaceous,,,Coals,,,Chen Pei-ji(written comm. 1997),,1023
C,196,C4760.3,47.5,N,130,E,Asia,China,N. China:Hokang(sic. Hegang),145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,,,Petroconsultants(1977),,1024
C,197,C4760.4,45,N,130,E,Asia,China,N. China:Chihsi(sic. Jixi),145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,,,Petroconsultants(1977),,1025
C,198,C4760.5,47.3,N,130,E,Asia,China,N. China:Hegang,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,,Hegang Coal field,Beijing Acad. Of Coal Sci(1959),,1026
C,199,C4760.6,47,N,131,E,Asia,China,N. China:Shuanyashan,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,Jixi,Shuanyashan Coal field,Beijing Acad. Of Coal Sci(1959),,1027
C,200,C4760.7,45,N,131,E,Asia,China,N. China:Jixi,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,Jixi,Jixi Coal field,Beijing Acad. Of Coal Sci(1959),,1028
C,201,C4760.8,43,N,127,E,Asia,China,N. China:Jiaohe,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,,Jiaohe Coal field,Beijing Acad. Of Coal Sci(1959),,1029
C,202,C4760.9,42,N,121.5,E,Asia,China,N. China:Peipiao(sic. Beipiao)   Fushin(sic. Fuxin) ,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,,,Petroconsultants(1977),,1030
C,203,C4760.10,42,N,122,E,Asia,China,N. China:Fuxin,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,,Fuxin Coal field,Beijing Acad. Of Coal Sci(1959),,1031
C,204,C4760.11,39.5,N,111,E,Asia,China,N. China:Jungeer Banner,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,Lamawen,,Wang Si-en(1985),,1032
C,205,C4760.12,34.5,N,112,E,Asia,China,N. China:Mianchi-Yima area,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,Yima,,Wang Si-en(1985),,1033
C,206,C4760.13,45.5,N,132,E,Asia,China,N. China:Mishan,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,Yunshan,,Wang Si-en(1985),,1034
C,207,C4760.14,45,N,131,E,Asia,China,N. China:Jixi,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,Dedao,,Wang Si-en(1985),,1035
C,208,C4760.15,46,N,133,E,Asia,China,N. China:Wandashan,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,Zhushan,,Gu Zhiwei(1982),,1036
C,209,C4760.16,45,N,131,E,Asia,China,N. China:Jixi,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,Dedao Chengzihe Muling,,Gu Zhiwei(1982),,1037
C,210,C4760.17,41,N,123.5,E,Asia,China,N. China:Taizhe,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,Damingshan,,Gu Zhiwei(1982),,1038
C,211,C4760.18,44,N,114.5,E,Asia,China,N. China:Xilingol Meng,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,Bayanhua,,Gu Zhiwei(1982),,1039
C,212,C4760.19,41,N,110,E,Asia,China,N. China:Yinshan-Daqingshan,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,Guyang Group,,Gu Zhiwei(1982),,1040
C,213,C4760.20,44,N,126,E,Asia,China,N. China:Yingcheng,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,Shahezi,,Jin Hui-ling(1990),,1041
C,214,C4514,33,N,107,E,Asia,China,S. China:Meinxian,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,Meinxian,,Wang Si-en(1985),,1042
C,215,C4515,35,N,117,E,Asia,China,S. China:Weishan,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,Fengshuiling,also Gypsum,Guo Zong-tai(1991),,1043
C,216,C4515.1,11.5,N,116.8,E,Asia,China,S. China:Liyue Beach  South China Sea,145,113,Lower,Cretaceous,Berremian,formerly assigned to L Jurassic  but Chen Pei-ji (oral comm.  1997)has age change ,Coals,,S. China Sea in a borehole,Wu Hao-ruo et al.(2001),,1044
C,217,C4761,11.5,N,116.8,E,Asia,China,Xizang:Bomi subregion  Lhasa region,145,113,Lower,Cretaceous,,U. Jurassic,Coals,,,Taner  Meyerhoff(1990  Table 5),,1045
C,218,C4762,49,N,86,E,Asia,C.I.S(frm USSR),Targabatoi,145,113,Lower,Cretaceous,,,Coals,,,Mccabe Parrish(1992),,1046
C,219,C4764,54,N,125,E,Asia,C.I.S(frm USSR),Amur Basin,145,113,Lower,Cretaceous,Neocomian,,Coals,,,Krassilov(1992),,1047
C,220,C4765,50,N,130,E,Asia,C.I.S(frm USSR),Zeja-Burejan Basin,145,113,Lower,Cretaceous,Hauterivian-Albian,,Coals,,,Krassilov(1992),,1048
C,221,C4766,51,N,134,E,Asia,C.I.S(frm USSR),Burejan Basin,145,113,Lower,Cretaceous,U.Neocomian-Albian,,Coals,Urgalian,,Krassilov(1992),,1049
C,222,C4767,44,N,133,E,Asia,C.I.S(frm USSR),Partisansk Basin,145,113,Lower,Cretaceous,pre-Albian,,Coals,,,Krassilov(1992),,1050
C,223,C4768,45,N,132,E,Asia,C.I.S(frm USSR),Resdolninsk Basin,145,113,Lower,Cretaceous,,,Coals,,,Krassilov(1992),,1051
C,224,C4771,55,N,123,E,Asia,C.I.S(frm USSR),Nyukzhinskoye  Amur,145,113,Lower,Cretaceous,,,Coals,,,Petroconsultants(1977),,1052
C,225,C4772,54,N,124,E,Asia,C.I.S(frm USSR),Magdagachi  Amur,145,113,Lower,Cretaceous,,,Coals,,,Petroconsultants(1977),,1053
C,226,C4773,53,N,125,E,Asia,C.I.S(frm USSR),Beitonovo  Amur,145,113,Lower,Cretaceous,,,Coals,,,Petroconsultants(1977),,1054
C,227,C4774,53,N,126,E,Asia,C.I.S(frm USSR),Olginsk  Amur,145,113,Lower,Cretaceous,,,Coals,,,Petroconsultants(1977),,1055
C,228,C4775,54,N,129,E,Asia,C.I.S(frm USSR),Verknezeyskaya  Amur,145,113,Lower,Cretaceous,,,Coals,,,Petroconsultants(1977),,1056
C,229,C4776,53,N,128,E,Asia,C.I.S(frm USSR),Depskaya  Amur,145,113,Lower,Cretaceous,,,Coals,,,Petroconsultants(1977),,1057
C,230,C4777,53,N,133,E,Asia,C.I.S(frm USSR),Gerbikano-Ogodzhinshaya  Amur,145,113,Lower,Cretaceous,,,Coals,,,Petroconsultants(1977),,1058
C,231,C4778,54,N,134,E,Asia,C.I.S(frm USSR),Uda  Khabarovsk,145,113,Lower,Cretaceous,,,Coals,,,Petroconsultants(1977),,1059
C,232,C4779,51,N,133,E,Asia,C.I.S(frm USSR),Bureya  Khabarovsk,145,113,Lower,Cretaceous,,,Coals,,,Petroconsultants(1977),,1060
C,233,C4780,50,N,133,E,Asia,C.I.S(frm USSR),Tyrminskaya  Khabarovsk,145,113,Lower,Cretaceous,,,Coals,,,Petroconsultants(1977),,1061
C,234,C4781,43,N,133,E,Asia,C.I.S(frm USSR),Suchan  Primorye,145,113,Lower,Cretaceous,,,Coals,,,Petroconsultants(1977),,1062
C,235,C4782,67,N,146,E,Asia,C.I.S(frm USSR),Zyrianka  Yakutsk,145,113,Lower,Cretaceous,,,Coals,,,Petroconsultants(1977),,1063
C,236,C4783,51,N,110,E,Asia,C.I.S(frm USSR),Khalyartinskoye  Chita,145,113,Lower,Cretaceous,,,Coals,,,Petroconsultants(1977),,1064
C,237,C4784,52,N,113,E,Asia,C.I.S(frm USSR),Tataurovskoye Chita,145,113,Lower,Cretaceous,,,Coals,,,Petroconsultants(1977),,1065
C,238,C4785,52,N,117,E,Asia,C.I.S(frm USSR),Arbagaro-Kholboiskoye  Chita,145,113,Lower,Cretaceous,,,Coals,,,Petroconsultants(1977),,1066
