reference,location,biome,site,Phenology / Leaf Form,Growth Form / Stature,Common Name,Species Name,max_root_depth,method,profile,P_mm,Seasonality,PET_mm,Topo Position,wt_range,wtd,Texture / Type,Hardpan Nature,depth_m,bedrock,bed_depth,human,latitude,longitude,altitude,authornotes,notes,root_depth
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,"Site-2, or Site-A in Gile et al., 1998",semi-deciduous,shrub,tarbush,Flourensia cernua,3.5,excavation,drawings,247,8 month dry season,NA,"toe of bajada, 1% slope",NA,NA,fine loamy,2 calcic horizons,0.8 and 2.3,NA,NA,NA,32.4828,-106.7369,1316,A few roots of a tarbush 0·9 m tall and 1·2 min diameter were excavated at Site-2… Roots traced to a depth of 3·4 m and horizontally 4·3 m from the plant base,A drawing of this root system appears in Gile et at. (1998).,3.5
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,"Site-2, or Site-A in Gile et al., 1998",perennial,herb,"silver-leaf nightshade, wrinkled globemallow, desert zinnia","Solanum elaeagnifolium, Sphaeralcea hastulata, Z. acerosa",1.1000000000000001,excavation,drawings,247,8 month dry season,NA,"toe of bajada, 1% slope",NA,NA,fine loamy,2 calcic horizons,0.8 and 2.3,NA,NA,NA,32.4828,-106.7369,1316,Root systems of tobosa and three perennial forbs were excavated at Site 2.,NA,1.1
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,"Site-3, or Site-B in Gile et al., 1998",evergreen broad-leaf,shrub,creosotebush,Larrea tridentata,2,excavation,drawings,247,8 month dry season,NA,"on bajada, 2% slope",NA,NA,fine sandy loamy,NA,NA,NA,NA,NA,32.4886,-106.7515,1334,"Most roots occurred in upper 1m. Roots of separate plants were highly intermingled, no inter- or intraspecific root avoidance... traced horizontally out to 3·6 m. A few grew vertically or obliquely upward, some to <5 cm of surface...one root traced to a depth of 2m.",NA,2
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,"Site-3, or Site-B in Gile et al., 1998",semi-deciduous,shrub,tarbush,Flourensia cernua,1.5,excavation,drawings,247,8 month dry season,NA,"on bajada, 2% slope",NA,NA,fine sandy loamy,NA,NA,NA,NA,NA,32.4886,-106.7515,1334,"Roots of a plant 1·2 m tall and 0·9 m in diameter excavated… Tarbush roots were not traced below 1 m depth, although some were visible on the trench face between 1-2 m depth.",NA,1.5
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,"Site-3, or Site-B in Gile et al., 1998",perennial,herb,"desert zinnia, broom snakeweed","Zenia acerosa, Gutierrezia sarothrae",1.1000000000000001,excavation,drawings,247,8 month dry season,NA,"on bajada, 2% slope",NA,NA,fine sandy loamy,NA,NA,NA,NA,NA,32.4886,-106.7515,1334,Roots of perennial forb desert zinnia and shrub-like broom snakeweed... had short tap root with a top diameter of about 20 mm...widespreading lateral roots at 10-20 em depth... Roots traced to 1·1 m depth.,NA,1.1
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-4,semi-deciduous,shrub,"tarbush, Berlandier's wolfberry shrub, winterfat, longleaf ephedra shrub","Flourensia cernua, Bouteloua eriopoda, Cerawides lanata, Ephedra trifurca",3,excavation,drawings,247,8 month dry season,NA,"toe of bajada, 0.5% slope",NA,NA,fine loamy,argillic horizon,NA,NA,NA,NA,32.5227,-106.7435,1315,Tarbush roots spread laterally ~2·2 m and some grew at upward angles to <2 cm of surface .. . Several major root branches which were 6-7 mm in diameter at 50 em depth were traced into and through the calcic horizon. At about 2·4 m depth there was a layer of fine fluvial sand which 'belled out' and prevented following roots further.,"root depth from Fig.5, Fig.6 and Fig.7, site on road - easy to locate",3
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-4,perennial,grass,black grama,Bouteloua eriopoda,0.45,excavation,drawings,247,8 month dry season,NA,"toe of bajada, 0.5% slope",NA,NA,fine loamy,argillic horizon,NA,NA,NA,NA,32.5227,-106.7435,1315,Radial extension was about 40 em and a few roots reached the top of the calcic horizon at 45 cm depth.,NA,0.45
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-4,perennial,grass,fluffgrass,Dasyochloa pulchella,0.3,excavation,drawings,247,8 month dry season,NA,"toe of bajada, 0.5% slope",NA,NA,fine loamy,argillic horizon,NA,NA,NA,NA,32.5227,-106.7435,1315,Roots  had a lateral spread of 29 cm and reached 30 cm depth.,NA,0.3
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-4,perennial,grass,bush muthly,Muhlenbergia porteri,0.65,excavation,drawings,247,8 month dry season,NA,"toe of bajada, 0.5% slope",NA,NA,fine loamy,argillic horizon,NA,NA,NA,NA,32.5227,-106.7435,1315,Bush muhly roots extended laterally 40 em and to 65 em depth (Fig. 7),NA,0.65
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-4,perennial,grass,red threeawn,Aristida purpurea,0.95,excavation,drawings,247,8 month dry season,NA,"toe of bajada, 0.5% slope",NA,NA,fine loamy,argillic horizon,NA,NA,NA,NA,32.5227,-106.7435,1315,Red threeawn roots extended laterally 94 em and to the top of the calcic horizon (Fig. 7),NA,0.95
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-5,perennial,herb,"desert holly, sicklepod","Perezia nana, Hoffmanseggia drepanocarpa",1,excavation,drawings,247,8 month dry season,NA,"toe of bajada, 0.5% slope",NA,NA,fine loamy,argillic horizon,0.7-2.5,NA,NA,NA,32.5244,-106.7488,1316,"Site 5 is dominated by tarbush and the stoloniferous, sod-forming burrograss… Most of desert holly roots did not extend through calcic horizon but at point A a desert holly root 0·45mm in diameter entered a dead, partially decayed tarbush root and was still inside the old root at 2·8 m depth",site just off road,1
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-5,perennial,herb,flameflower,Talinurn angustissimun,0.7,excavation,drawings,247,8 month dry season,NA,"toe of bajada, 0.5% slope",NA,NA,fine loamy,argillic horizon,0.7-2.5,NA,NA,NA,32.5244,-106.7488,1316,"Three flameflower tubers, one of which is shown in Fig. 8, were excavated and the upper end of the tubers occurred at 4- 8 cm depth.",root depth from Fig.8,0.7
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-5,semi-deciduous,shrub,tarbush,Flourensia cernua,3,excavation,drawings,247,8 month dry season,NA,"toe of bajada, 0.5% slope",NA,NA,fine loamy,argillic horizon,0.7-2.5,NA,NA,NA,32.5244,-106.7488,1316,"Although not illustrated, roots of burrograss were traced to a depth of 1 m at this site and live tarbush roots were found at 3 m depth.",NA,3
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-6,semi-deciduous,shrub,tarbush,Flourensia cernua,5.5,excavation,drawings,247,8 month dry season,NA,"toe of bajada, 0.5% slope",NA,NA,fine loamy,argillic horizon,0.8-1.2,NA,NA,NA,32.528,-106.7502,1316,"Several major branches traced through the calcic horizon, which extended from about 0·8 to 1·2 m, and one was followed to 5 m depth where the diameter was 1·4 mm… This excavation was at the edge of a slight depression which accumulated runon water and the additional water may account for the deeply penetrating roots.",site just off road,5.5
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-6,perennial,grass,tobosa,Pleuraphis mutica,1,excavation,drawings,247,8 month dry season,NA,"toe of bajada, 0.5% slope",NA,NA,fine loamy,argillic horizon,0.8-1.2,NA,NA,NA,32.528,-106.7502,1316,"Tobosa roots had well developed first-order branches and spread laterally about 60 em, penetrating into the calcic horizon to just over 1 m depth (Fig. 9).",NA,1
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-6,perennial,grass,burrograss,Scleropogon brevifolius,1.1000000000000001,excavation,drawings,247,8 month dry season,NA,"toe of bajada, 0.5% slope",NA,NA,fine loamy,argillic horizon,0.8-1.2,NA,NA,NA,32.528,-106.7502,1316,Roots of burrograss had a lateral spread of about 20 em and penetrated into the calcic horizon to 1·1 m depth (Fig. 9).,NA,1.1
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-8,evergreen photo stem,shrub,crucifixion thorn,Koeberlinia spinosa,6,excavation,drawings,247,8 month dry season,NA,"fan-toe slope, 0.5%",NA,NA,fine silt,NA,NA,NA,NA,NA,32.5458,-106.731,1316,"At Site 8 roots of a large crucifixion thorn plant 1·5 m tall and 2·5 min diameter were excavated (Fig. 10) . The prominent, very straight taproot was about 10 em in diameter at the top but tapered rapidly and was only 3·1 cm in diameter at 1·73 m depth... . One root was traced into a layer of fine, fluvial sand at 5·2-m depth where its diameter was 1·85 cm... Another remarkable feature of the root system was the large number of major roots which grew vertically upwards... These upward growing roots had a striking absence of branches until they reached about 1 m depth.",NA,6
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-8,semi-deciduous,shrub,tarbush,Flourensia cernua,2.2000000000000002,excavation,drawings,247,8 month dry season,NA,"fan-toe slope, 0.5%",NA,NA,fine silt,NA,NA,NA,NA,NA,32.5458,-106.731,1316,Roots of a tarbush plant 78 em tall and 65 em in diameter were excavated at site 8,NA,2.2
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-8,perennial,herb,wrinkled globemallow,Sphaeralcea hastulata,1.6,excavation,drawings,247,8 month dry season,NA,"fan-toe slope, 0.5%",NA,NA,fine silt,NA,NA,NA,NA,NA,32.5458,-106.731,1316,Root systems of two wrinkled globemallow plants about 15 em tall… Nine major branches arose in the first 10 cm; deepest penetration was 1·6 m.,NA,1.6
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-8,perennial rhizomatous,grass,ear muhly,Muhlenbergia arenacea,1.25,excavation,drawings,247,8 month dry season,NA,"fan-toe slope, 0.5%",NA,NA,fine silt,NA,NA,NA,NA,NA,32.5458,-106.731,1316,Roots of ear muhly at Site 8 originated in clusters from nodes on a stolon at 7 cm depth. Most roots ended between 0·8 and 1·1 m depths. The deepest penetrating root followed a dead tarbush root to a depth of 1·25 m.,NA,1.25
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-9,evergreen photo stem,shrub,crucifixion thorn,Koberlinia spinosa,3.3,excavation,drawings,247,8 month dry season,NA,"fan-toe slope, 0.5%",NA,NA,fine silt,NA,NA,NA,NA,NA,32.5444,-106.7259,1316,roots of 2 small crucifixion thorn… Tap roots of both well-developed. tap root of smaller plant was 1·6 em in diameter tapering to 0-46 cm at a 1 m depth. Two of the three primary tap root followed to 3·3 m depth where horizontal branches extended along the top of an extremely compact soil layer,NA,3.3
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-9,evergreen broad-leaf,shrub,four-wing saltbush,Atriplex canescens,3.5,excavation,drawings,247,8 month dry season,NA,"fan-toe slope, 0.5%",NA,NA,fine silt,NA,NA,NA,NA,NA,32.5444,-106.7259,1316,"Roots of a four-wing saltbush plant 1·5 m tall and 1 m in diameter with a 5 em tall, 50 em diameter soil pedestal under the plant were excavated at Site 9… Roots were traced to 3·3 m depth where they terminated in numerous branches on top of the very hard soil layer. One root about 3 mm in diameter was traced laterally for 3·5 m (Fig. 12).",NA,3.5
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-9,perennial sod-forming,burrograss,burrograss,Scleropogon brevifolius,0.96,excavation,drawings,247,8 month dry season,NA,"fan-toe slope, 0.5%",NA,NA,fine silt,NA,NA,NA,NA,NA,32.5444,-106.7259,1316,Roots of burrograss at Site 9 penetrated to 96 em depth but were abundant only to 60 em depth (Fig. 12).,NA,0.96
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-17,deciduous broad-leaf,tree,honey mesquite,Prosopis glandulosa,3,excavation,drawings,247,8 month dry season,NA,"Mesa surface, 2% slope",NA,NA,mosaic of sandy or coarse-loamy,petrocalcic horizon,NA,NA,NA,NA,32.6745,-106.8661,1337,"The well-developed tap roots of the three old mesquite plants penetrated to the level of the petrocalcic horizon (1·5 m from top of dune) but, in every case, the lower portions of the tap roots were dead and decayed… The roots extended from 4· 5 to 16 m from point of origin. Measured along its path, the longest excavated root was 22 m in length... In the access trench at the edge of the dune, roots of both mesquite and four-wing saltbush penetrated cracks in the petrocalcic horizon. These roots were traced through the petrocalcic horizon to a depth of 3 m.",NA,3
"Gibbens and Lenz, 2001; Gile, Gibbens and Lenz, 1998","Chihuahuan Desert, New Mexico",xeric shrubland,Site-12,deciduous broad-leaf,tree,honey mesquite,Prosopis glandulosa,5.2,excavation,drawings,247,8 month dry season,NA,NA,NA,NA,coarse-loamy,argillic horizon,0.78-2,NA,NA,NA,32.606,-106.8411,1326,"Calcic pebbles and blocks were found at 78 cm depth but the extremely dense and hard petrocalcic layer, capped with a laminar layer, occurred at about 1 m depth. The tap root entered a crack in the petrocalcic layer and became distorted and flattened to 3· 2 x 2-4 mm at 1·03 m depth. The tap root regained a cylindrical shape and a diameter of 8·1 mm at 1·07 m depth... The petrocalcic horizon, which extended to about 2m depth, became less dense and hard below 1·3 m depth where the taproot branched. At 2·7 m depth there were branches with diameters ranging from 0·3 to 0·8 mm and these were traced to a depth of 2·9 m in a compacted sandy layer with carbonate coated nodules. This access trench was later deepened for soil geomorphology studies and mesquite roots about 1·0 mm in diameter, apparently originating from large mesquite plants in the vicinity, were found at 5·2 m depth.",NA,5.2
